Município;Qtd_aprovada;Valor_aprovado;Qtd_apresentada;Valor_apresentado;Qtd_Recusa_Pgto;Perda_Repasse
431100 Jaguarão;18111;198199,58;18179;198359,24;68;159,66
431110 Jaguari;8499;38009,29;8604;38598,08;105;588,79
431113 Jari;164;418,2;164;418,2;0;0
431120 Júlio de Castilhos;5444;51956,3;7328;70461,68;1884;18505,38
431123 Lagoa Bonita do Sul;2;-;2;-;0;0
431127 Lagoa dos Três Cantos;77;350,25;77;350,25;0;0
431130 Lagoa Vermelha;14734;109403,99;14734;109403,99;0;0
431125 Lagoão;757;3383,18;757;3383,18;0;0
431140 Lajeado;234730;1956770,29;290993;1956770,29;56263;0
431150 Lavras do Sul;6746;39558,96;6784;39671,84;38;112,88
431160 Liberato Salzano;1174;8425,72;4458;25150,51;3284;16724,79
431162 Lindolfo Collor;6203;8772,5;6879;16182,5;676;7410
431164 Linha Nova;160;294,21;160;294,21;0;0
431170 Machadinho;59;797,09;59;797,09;0;0
431173 Mampituba;182;860,02;182;860,02;0;0
431175 Manoel Viana;3627;95,54;3709;884,65;82;789,11
431177 Maquiné;696;4852,28;696;4852,28;0;0
431179 Maratá;262;1705,51;262;1705,51;0;0
431180 Marau;15542;146880,47;15625;149920,32;83;3039,85
431190 Marcelino Ramos;1846;6640,27;1909;7108,73;63;468,46
431198 Mariana Pimentel;620;2394,93;620;2394,93;0;0
431205 Marques de Souza;2066;20068,49;2103;20313,54;37;245,05
431210 Mata;1310;6106,28;1317;6189,16;7;82,88
431217 Mato Queimado;411;1253,73;441;1393,83;30;140,1
431220 Maximiliano de Almeida;121;2404,39;121;2404,39;0;0
431225 Minas do Leão;9067;21776,28;9848;29586,28;781;7810
431238 Monte Belo do Sul;74;-;74;-;0;0
431240 Montenegro;80126;830253,93;94269;909371,35;14143;79117,42
431244 Morrinhos do Sul;1587;10441,48;1921;12094,78;334;1653,3
431245 Morro Redondo;2212;14271,06;2212;14271,06;0;0
431247 Morro Reuter;3281;26761,85;3582;29177,63;301;2415,78
431250 Mostardas;6057;45653,62;6057;45653,62;0;0
431265 Não-Me-Toque;13618;66008,72;14186;67725,9;568;1717,18
431267 Nicolau Vergueiro;474;1410,82;474;1410,82;0;0
431270 Nonoai;13452;122323,68;14857;134542,03;1405;12218,35
431275 Nova Alvorada;2752;11869,54;2774;12557,34;22;687,8
431290 Nova Bassano;4760;26077,5;4763;26099,92;3;22,42
431295 Nova Boa Vista;39;-;39;-;0;0
431300 Nova Bréscia;3328;15862,68;3328;15862,68;0;0
431306 Nova Hartz;16934;32738,94;16988;33081,74;54;342,8
431308 Nova Pádua;971;-;971;-;0;0
431310 Nova Palma;2311;11908,48;2386;12191,28;75;282,8
431320 Nova Petrópolis;50064;62811,05;50064;62811,05;0;0
431330 Nova Prata;18613;227067,11;18913;229796,92;300;2729,81
431333 Nova Ramada;163;-;163;-;0;0
431335 Nova Roma do Sul;216;-;216;-;0;0
431337 Nova Santa Rita;9450;70103,91;9460;70166,91;10;63
431339 Novo Cabrais;3630;2351,72;3630;2351,72;0;0
431340 Novo Hamburgo;330177;2122029,86;330181;2113156,46;4;-8873,4
431342 Novo Machado;106;1053,48;106;1053,48;0;0
431344 Novo Tiradentes;2367;1354,02;2367;1354,02;0;0
431350 Osório;186166;821772,6;240906;847185,69;54740;25413,09
431360 Paim Filho;918;12139,44;1229;15896,76;311;3757,32
431365 Palmares do Sul;12093;55204,49;13690;67045,47;1597;11840,98
431370 Palmeira das Missões;86326;275219,35;89842;275351,81;3516;132,46
431380 Palmitinho;2475;21333,8;2556;21653,8;81;320
431390 Panambi;28230;218474,09;130150;1161234,09;101920;942760
431402 Paraíso do Sul;2744;16201,16;3143;19494,03;399;3292,87
431403 Pareci Novo;277;2148,93;277;2148,93;0;0
431405 Parobé;74186;410490,59;77701;435485,42;3515;24994,83
431406 Passa Sete;2;-;2;-;0;0
431407 Passo do Sobrado;1792;8376,65;1792;8376,65;0;0
431410 Passo Fundo;433769;5878555,69;475882;5881935,05;42113;3379,36
431413 Paulo Bento;2165;-;2165;-;0;0
431415 Paverama;7595;5931,22;7595;5931,22;0;0
431417 Pedras Altas;1727;16723,27;1727;16723,27;0;0
431420 Pedro Osório;4411;26852,85;4900;32027,65;489;5174,8
431430 Pejuçara;1539;7736,72;1869;10873,02;330;3136,3
431440 Pelotas;462768;4016474,32;505329;4016474,32;42561;0
431442 Picada Café;7128;9440,82;7128;9440,82;0;0
431445 Pinhal;3660;1401,31;3660;1401,31;0;0
431447 Pinhal Grande;765;3360,44;803;3730,22;38;369,78
431450 Pinheiro Machado;12839;201840,84;12848;202053,82;9;212,98
431454 Pinto Bandeira;63;-;63;-;0;0
431455 Pirapó;68;-;68;-;0;0
431460 Piratini;17466;122364,99;19637;137999,9;2171;15634,91
431470 Planalto;2864;20196,73;3699;29401,31;835;9204,58
431477 Pontão;730;2489,29;730;2489,29;0;0
431478 Ponte Preta;2293;-;2293;-;0;0
431480 Portão;23004;163760,64;28757;242498,12;5753;78737,48
431490 Porto Alegre;3437215;26337651,2;5071261;30005735,05;1634046;3668083,85
431500 Porto Lucena;1672;10855,44;2126;16571,44;454;5716
431505 Porto Mauá;33;4950;33;4950;0;0
431507 Porto Vera Cruz;696;3000;696;3000;0;0
431510 Porto Xavier;3104;21658,34;5118;40261,83;2014;18603,49
431513 Pouso Novo;6;-;6;-;0;0
431514 Presidente Lucena;4114;11656,38;4186;12376,38;72;720
431517 Protásio Alves;48;-;48;-;0;0
431520 Putinga;369;848,47;1063;6725,9;694;5877,43
431530 Quaraí;33178;122917,74;33604;126225,97;426;3308,23
431531 Quatro Irmãos;1466;-;1466;-;0;0
431535 Quinze de Novembro;480;2938,4;515;3281,19;35;342,79
431540 Redentora;16;-;16;-;0;0
431550 Restinga Sêca;19252;65867,22;19252;65867,22;0;0
431560 Rio Grande;118037;1887354,09;118039;1887980,56;2;626,47
431575 Riozinho;1630;12517,1;2364;18921,46;734;6404,36
431580 Roca Sales;1908;9265,43;2432;12147,76;524;2882,33
431590 Rodeio Bonito;11113;56843,05;12270;65219,34;1157;8376,29
431600 Rolante;25995;99615,06;30224;119933,96;4229;20318,9
431610 Ronda Alta;8519;51756,08;8592;52486,08;73;730
431620 Rondinha;4142;25559,66;4398;33256,23;256;7696,57
431630 Roque Gonzales;1404;8043,59;1965;10179,13;561;2135,54
431640 Rosário do Sul;19056;310453,85;20800;319897,99;1744;9444,14
431643 Saldanha Marinho;926;9059,16;1289;11355;363;2295,84
431645 Salto do Jacuí;3872;26344,57;6021;40937,07;2149;14592,5
431647 Salvador das Missões;171;3885,26;490;5388,43;319;1503,17
431650 Salvador do Sul;5100;27659,71;5937;34157,32;837;6497,61
431660 Sananduva;20289;134611,52;20289;134611,52;0;0
431710 Sant'Ana do Livramento;54784;468162,23;55875;475868,86;1091;7706,63
431670 Santa Bárbara do Sul;2684;23704,42;2959;25914,1;275;2209,68
431673 Santa Cecília do Sul;88;354,15;88;354,15;0;0
431675 Santa Clara do Sul;300;3300;300;3300;0;0
431680 Santa Cruz do Sul;327939;2477651,86;387247;2477651,86;59308;0
431690 Santa Maria;489204;3908938,96;515819;4044515,98;26615;135577,02
431695 Santa Maria do Herval;4320;19096,69;4981;23979,59;661;4882,9
431720 Santa Rosa;246544;1475487,97;256530;1475487,97;9986;0
431725 Santa Tereza;97;163,87;97;163,87;0;0
431730 Santa Vitória do Palmar;15940;94920,14;17356;103398,1;1416;8477,96
431700 Santana da Boa Vista;1329;5491,73;1329;5491,73;0;0
431740 Santiago;56464;450219,48;57775;458579,86;1311;8360,38
431750 Santo Ângelo;167671;977124,63;207470;1000768,35;39799;23643,72
431760 Santo Antônio da Patrulha;64026;203815,62;64338;208306,62;312;4491
431770 Santo Antônio das Missões;1387;5554,74;1394;5635,94;7;81,2
431755 Santo Antônio do Palma;2935;6,3;2935;6,3;0;0
431775 Santo Antônio do Planalto;2240;252,35;2240;252,35;0;0
431780 Santo Augusto;5344;44075,09;5417;46355,48;73;2280,39
431790 Santo Cristo;8334;43911,23;9171;52064,48;837;8153,25
431795 Santo Expedito do Sul;785;3373,57;785;3373,57;0;0
431800 São Borja;50805;536866,15;53494;554198,58;2689;17332,43
431805 São Domingos do Sul;2730;5607,97;2730;5607,97;0;0
431810 São Francisco de Assis;4619;37781,16;6003;49483,64;1384;11702,48
431820 São Francisco de Paula;8009;66740,7;9047;84714,35;1038;17973,65
431830 São Gabriel;30627;395585,41;37733;426804,18;7106;31218,77
431840 São Jerônimo;27190;156453,18;30493;195016,39;3303;38563,21
431843 São João do Polêsine;1975;13325,32;3428;22129,55;1453;8804,23
431844 São Jorge;158;-;158;-;0;0
431845 São José das Missões;2020;3000;2020;3000;0;0
431846 São José do Herval;1530;10667,82;1606;11442,38;76;774,56
431849 São José do Inhacorá;358;827,33;590;2066,03;232;1238,7
431860 São José do Ouro;5114;54444,71;5114;54444,71;0;0
431861 São José do Sul;2019;-;2019;-;0;0
431862 São José dos Ausentes;566;2863,87;566;2863,87;0;0
431870 São Leopoldo;110272;1497811,28;110350;1497827,4;78;16,12
431880 São Lourenço do Sul;20165;237698,67;21116;245331,53;951;7632,86
431890 São Luiz Gonzaga;20360;94485,56;22738;112017,8;2378;17532,24
431900 São Marcos;11403;61167,04;11403;61167,04;0;0
431910 São Martinho;1353;13891,06;1528;15408,28;175;1517,22
431912 São Martinho da Serra;47;-;47;-;0;0
431915 São Miguel das Missões;2077;12027,97;4137;29846,7;2060;17818,73
431930 São Paulo das Missões;3948;10809,56;4336;13001,44;388;2191,88
431937 São Pedro do Butiá;443;1032,47;1583;4086,42;1140;3053,95
431940 São Pedro do Sul;11877;63392,99;12091;65582,9;214;2189,91
431950 São Sebastião do Caí;12043;100015,45;12197;101580,81;154;1565,36
431960 São Sepé;11869;87158,35;12607;93333,28;738;6174,93
431970 São Valentim;1262;4240,17;1790;6922,7;528;2682,53
431971 São Valentim do Sul;1;-;1;-;0;0
431975 São Vendelino;48;-;48;-;0;0
431980 São Vicente do Sul;3520;11716,8;3552;11918,4;32;201,6
431990 Sapiranga;78348;503178,31;81542;537705,76;3194;34527,45
432000 Sapucaia do Sul;122088;705421,3;122440;717907,35;352;12486,05
432010 Sarandi;7561;60993,65;7650;62313,16;89;1319,51
432020 Seberi;3594;27679,9;5397;43078,62;1803;15398,72
432026 Segredo;1463;4836,82;1573;5423,34;110;586,52
432030 Selbach;699;5184,56;703;5228,56;4;44
432050 Sertão;1281;5305,58;1281;5305,58;0;0
432055 Sertão Santana;6127;3272,74;6127;3272,74;0;0
432057 Sete de Setembro;147;2467,86;149;2480,46;2;12,6
432060 Severiano de Almeida;7144;12261,41;7144;12261,41;0;0
432067 Sinimbu;6952;26909,7;6952;26909,7;0;0
432070 Sobradinho;5009;35722,03;6957;45347,43;1948;9625,4
432080 Soledade;26388;298862,09;26876;303094,59;488;4232,5
432085 Tabaí;479;-;479;-;0;0
432090 Tapejara;24430;181248,67;24537;181755,08;107;506,41
432100 Tapera;5415;31203,42;5415;31203,42;0;0
432110 Tapes;13172;37684,58;15237;54772,45;2065;17087,87
432120 Taquara;22771;672059,67;27200;717975,2;4429;45915,53
432132 Taquaruçu do Sul;494;2483,77;1422;8689,06;928;6205,29
432135 Tavares;3633;11001,7;3633;11001,7;0;0
432140 Tenente Portela;63617;619804,22;63617;619804,22;0;0
432143 Terra de Areia;5728;36181,79;7160;49258,35;1432;13076,56
432145 Teutônia;36332;209701,48;36665;219663,73;333;9962,25
432146 Tio Hugo;790;2519,27;790;2519,27;0;0
432147 Tiradentes do Sul;32;4800;32;4800;0;0
432150 Torres;44323;477999,51;48175;502318,37;3852;24318,86
432160 Tramandaí;54786;345302,52;55056;347835,47;270;2532,95
432162 Travesseiro;42;-;42;-;0;0
432163 Três Arroios;2057;1832,27;2122;2145,9;65;313,63
432166 Três Cachoeiras;3954;12523,94;3954;12523,94;0;0
432170 Três Coroas;44289;141488,8;47606;160101,43;3317;18612,63
432180 Três de Maio;26373;254386,99;27188;261289,48;815;6902,49
432183 Três Forquilhas;260;1720,57;318;3599,77;58;1879,2
432185 Três Palmeiras;1357;9147,36;1373;9346,88;16;199,52
432190 Três Passos;19039;194533,52;19039;194533,52;0;0
432195 Trindade do Sul;2112;15988,46;2112;15988,46;0;0
432200 Triunfo;7495;55447,79;10538;83710,25;3043;28262,46
432210 Tucunduva;4441;13855,53;6269;31155,05;1828;17299,52
432220 Tupanciretã;14081;41192,74;16875;50114,01;2794;8921,27
432225 Tupandi;2082;13167,7;2082;13167,7;0;0
432230 Tuparendi;4143;24274,49;5244;38690,92;1101;14416,43
432232 Turuçu;774;4180,33;774;4180,33;0;0
432234 Ubiretama;20;-;20;-;0;0
432235 União da Serra;687;-;687;-;0;0
432237 Unistalda;521;3553,5;521;3553,5;0;0
432240 Uruguaiana;72886;973527,76;73179;976367,5;293;2839,74
432250 Vacaria;40053;531731,23;47322;595050,74;7269;63319,51
432253 Vale do Sol;3662;19673,24;4237;22177,34;575;2504,1
432254 Vale Real;437;1019,39;437;1019,39;0;0
432255 Vanini;19;-;19;-;0;0
432260 Venâncio Aires;75103;492276,14;75128;492368,53;25;92,39
432270 Vera Cruz;4543;20732,08;6788;40317,27;2245;19585,19
432280 Veranópolis;60745;149550,07;60745;149550,07;0;0
432285 Vespasiano Corrêa;234;748,68;234;748,68;0;0
432290 Viadutos;1727;9168,58;1727;9168,58;0;0
432300 Viamão;89099;857306,25;94679;899416,29;5580;42110,04
432310 Vicente Dutra;606;5461,78;608;5485,46;2;23,68
432320 Victor Graeff;997;-;997;-;0;0
432330 Vila Flores;119;-;119;-;0;0
432335 Vila Lângaro;80;-;80;-;0;0
432345 Vila Nova do Sul;665;1453,5;665;1453,5;0;0
432350 Vista Alegre;3668;4198,76;3668;4198,76;0;0
432370 Vista Gaúcha;825;5905,19;1014;7795,19;189;1890
432377 Westfália;2345;548,14;2345;548,14;0;0
432380 Xangri-lá;9669;73558,73;9920;76319,73;251;2761
500020 Água Clara;285;2914,76;285;2914,76;0;0
500025 Alcinópolis;4301;3429,5;4387;3965,11;86;535,61
500060 Amambai;8763;48390,72;8846;49014,09;83;623,37
500070 Anastácio;1446;10365,24;1446;10365,24;0;0
500080 Anaurilândia;3281;6903,15;3281;6903,15;0;0
500085 Angélica;1940;7394,8;1940;7394,8;0;0
500090 Antônio João;11369;8137,95;11369;8137,95;0;0
500110 Aquidauana;59770;363765,5;60564;370576,84;794;6811,34
500124 Aral Moreira;2289;11175,14;2289;11175,14;0;0
500150 Bandeirantes;474;4043,45;474;4043,45;0;0
500200 Batayporã;12405;13212,73;13336;16469,83;931;3257,1
500210 Bela Vista;2896;23059,5;2896;23059,5;0;0
500215 Bodoquena;7306;16290,64;7306;16290,64;0;0
500220 Bonito;27428;69848,18;27871;72041,03;443;2192,85
500230 Brasilândia;3362;14762,8;3712;15601,98;350;839,18
500240 Caarapó;31956;62780,05;31956;62780,05;0;0
500260 Camapuã;7403;18298,15;7532;18561,31;129;263,16
500270 Campo Grande;2130701;11195818,77;2182618;11910563,46;51917;714744,69
500280 Caracol;820;2137,89;820;2137,89;0;0
500290 Cassilândia;27669;44127,68;29023;47836,85;1354;3709,17
500295 Chapadão do Sul;51200;155796,36;51339;156400,06;139;603,7
500310 Corguinho;2024;550,52;2024;550,52;0;0
500315 Coronel Sapucaia;2045;5341,62;2045;5341,62;0;0
500320 Corumbá;64359;527561,42;64359;527561,42;0;0
500325 Costa Rica;14974;84775,78;14974;84775,78;0;0
500330 Coxim;48523;239010,5;48525;239021,76;2;11,26
500345 Deodápolis;2618;14257,95;2742;14533,03;124;275,08
500348 Dois Irmãos do Buriti;3070;14072,25;3070;14072,25;0;0
500350 Douradina;3702;-;3702;-;0;0
500370 Dourados;156815;1535195,58;159545;1535195,58;2730;0
500380 Fátima do Sul;16018;43446,2;16077;44025,89;59;579,69
500390 Figueirão;1842;4440,54;1888;4946,54;46;506
500400 Glória de Dourados;12753;9805,48;12827;9962,46;74;156,98
500410 Guia Lopes da Laguna;448;4783,15;448;4783,15;0;0
500430 Iguatemi;20100;39879,79;20100;39879,79;0;0
500440 Inocência;1707;15507,75;1707;15507,75;0;0
500450 Itaporã;1755;17287,68;1755;17287,68;0;0
500460 Itaquiraí;4808;5831,31;4808;5831,31;0;0
500470 Ivinhema;14180;9372,76;14232;9514,72;52;141,96
500500 Jardim;17034;31065,87;19447;56299,37;2413;25233,5
500510 Jateí;53;593,29;53;593,29;0;0
500515 Juti;4678;7404,23;4678;7404,23;0;0
500525 Laguna Carapã;1089;4208,88;1089;4208,88;0;0
500540 Maracaju;68064;192506,63;68064;192506,63;0;0
500560 Miranda;11338;27749,15;11378;27837,75;40;88,6
500568 Mundo Novo;806;7579,35;806;7579,35;0;0
500580 Nioaque;2613;9441,14;2613;9441,14;0;0
500600 Nova Alvorada do Sul;9308;12804,38;9308;12804,38;0;0
500620 Nova Andradina;31129;142879,37;31129;142879,37;0;0
500625 Novo Horizonte do Sul;1083;6340,99;1083;6340,99;0;0
500627 Paraíso das Águas;1244;-;1244;-;0;0
500630 Paranaíba;51063;328625,99;51066;328634,48;3;8,49
500635 Paranhos;3325;7791,09;3325;7791,09;0;0
500640 Pedro Gomes;6650;15324,08;6814;15982,3;164;658,22
500660 Ponta Porã;16827;404372,84;16827;404372,84;0;0
500690 Porto Murtinho;1361;5925,5;1361;5925,5;0;0
500710 Ribas do Rio Pardo;13872;24785,66;14476;28268,95;604;3483,29
500720 Rio Brilhante;42718;79105,99;42736;79247,47;18;141,48
500730 Rio Negro;2878;10459,51;3165;11232,35;287;772,84
500740 Rio Verde de Mato Grosso;23127;45352,49;23204;46407,69;77;1055,2
500750 Rochedo;843;1941,07;843;1941,07;0;0
500755 Santa Rita do Pardo;7262;1020,91;7262;1020,91;0;0
500769 São Gabriel do Oeste;57132;151547,13;57132;151547,13;0;0
500770 Sete Quedas;2852;15920,6;2852;15920,6;0;0
500793 Sonora;6436;19744,77;6436;19744,77;0;0
500795 Tacuru;2547;14518,38;2547;14518,38;0;0
500797 Taquarussu;4052;4068,12;4052;4068,12;0;0
500830 Três Lagoas;145770;939667,84;145770;939667,84;0;0
500840 Vicentina;279;4090,78;279;4090,78;0;0
510020 Água Boa;23636;238837,94;23641;238837,94;5;0
510025 Alta Floresta;75489;327319,06;76974;342275,92;1485;14956,86
510030 Alto Araguaia;8746;61711,34;8746;61711,34;0;0
510035 Alto Boa Vista;888;5515,45;888;5515,45;0;0
510080 Apiacás;55159;113020,3;63655;118375,37;8496;5355,07
510130 Arenápolis;6038;16881,02;6987;25910,03;949;9029,01
510140 Aripuanã;14483;28059,88;15143;30849,18;660;2789,3
510170 Barra do Bugres;24112;143839,91;24112;143839,91;0;0
510180 Barra do Garças;55782;515590,92;705846;4923402,35;650064;4407811,43
510190 Brasnorte;18194;60405,16;219332;336096,89;201138;275691,73
510250 Cáceres;91559;1075760,95;94257;1098605,18;2698;22844,23
510263 Campo Novo do Parecis;26085;12913,8;36012;61977,75;9927;49063,95
510267 Campo Verde;69161;191694,73;69161;191694,73;0;0
510268 Campos de Júlio;14255;33848,97;14255;33848,97;0;0
510269 Canabrava do Norte;1752;-;1752;-;0;0
510279 Carlinda;6655;50288,5;6657;50290,5;2;2
510300 Chapada dos Guimarães;13335;38574,12;22156;105863,18;8821;67289,06
510305 Cláudia;47469;124164,58;47902;134709,99;433;10545,41
510320 Colíder;13114;125847,3;13158;126331,3;44;484
510325 Colniza;30400;-;30400;-;0;0
510335 Confresa;11458;71915,73;13043;88102,04;1585;16186,31
510340 Cuiabá;1433474;9247028,64;1491040;9476985,32;57566;229956,68
510343 Curvelândia;4721;-;4721;-;0;0
510360 Dom Aquino;633;2605,1;687;2706,63;54;101,53
510380 Figueirópolis D'Oeste;8141;3677,23;8141;3677,23;0;0
510390 General Carneiro;3565;4766,29;3609;5018,97;44;252,68
510395 Glória D'Oeste;513;-;513;-;0;0
510410 Guarantã do Norte;45580;62704,74;63452;139242,73;17872;76537,99
510452 Ipiranga do Norte;7255;14974,75;7367;15764,06;112;789,31
510455 Itaúba;9967;26564,32;9967;26564,32;0;0
510460 Itiquira;13156;35624,85;13170;35747,49;14;122,64
510510 Juara;33526;129866,76;36630;160906,76;3104;31040
510515 Juína;11926;36345,45;33204;133988,6;21278;97643,15
510517 Juruena;6300;10836,26;8025;20055,2;1725;9218,94
510560 Matupá;36974;62752,14;36980;62846,76;6;94,62
510590 Nobres;9208;10601,95;9208;10601,95;0;0
510600 Nortelândia;1212;4246,82;2200;7733,67;988;3486,85
510610 Nossa Senhora do Livramento;126633;29479,12;126710;29964,22;77;485,1
510880 Nova Guarita;3535;14708,02;3609;16380,35;74;1672,33
510885 Nova Marilândia;1128;816,17;1281;1194,4;153;378,23
510625 Nova Xavantina;27065;51475,12;27070;51475,12;5;0
510626 Novo Mundo;3782;8346,46;3848;8831,4;66;484,94
510629 Paranaíta;15297;54732,41;15342;54830,78;45;98,37
510645 Planalto da Serra;5844;5017,46;5844;5017,46;0;0
510650 Poconé;3222;12468,51;3954;14406,26;732;1937,75
510665 Pontal do Araguaia;5906;14819,29;5906;14819,29;0;0
510675 Pontes e Lacerda;29919;112905,05;29919;112905,05;0;0
510677 Porto Alegre do Norte;2203;11456,54;3246;14986,53;1043;3529,99
510685 Porto Estrela;467;757,24;468;761,91;1;4,67
510704 Primavera do Leste;105650;336963,27;105848;341742,12;198;4778,85
510715 Reserva do Cabaçal;13;51,69;20;69,54;7;17,85
510718 Ribeirão Cascalheira;8736;39966,34;9887;43896,91;1151;3930,57
510719 Ribeirãozinho;1614;4128,06;1614;4128,06;0;0
510720 Rio Branco;5609;5040,78;9397;9418,26;3788;4377,48
510760 Rondonópolis;335448;2083265,67;337569;2104516,13;2121;21250,46
510724 Santa Carmem;10344;4305,33;10344;4305,33;0;0
510774 Santa Cruz do Xingu;926;1776,49;926;1776,49;0;0
510777 Santa Terezinha;664;2011,21;664;2011,21;0;0
510726 Santo Afonso;754;2830,31;758;2865,15;4;34,84
510779 Santo Antônio do Leste;5287;8848,19;7242;27056,4;1955;18208,21
510735 São José do Xingu;1734;5160,88;2013;6144,7;279;983,82
510710 São José dos Quatro Marcos;6824;-;6824;-;0;0
510740 São Pedro da Cipa;1216;7181,22;1242;7303,49;26;122,27
510790 Sinop;197428;1195752,1;197428;1195752,1;0;0
510792 Sorriso;160698;348175,7;174692;480258,02;13994;132082,32
510795 Tangará da Serra;66589;753263,91;67037;759650,61;448;6386,7
510810 Tesouro;2898;5914,8;4650;19403,58;1752;13488,78
